index,text,label,beta_shapley,loo
32,The Unexpected Reason It's Healthy To Feel Shame Evolutionary psychologists explain why we sometimes get that sinking feeling of not being good enough. Carolyn Gregoire,SCIENCE,0.8598866019841904,1.0472467872570572
145,HuffPost Religion Podcast 'All Together' Is Now On iTunes  Paul Brandeis Raushenbush,RELIGION,0.02496423571915841,0.015466331834092684
126,"FBI Record Of Police Killings Fails To Include Eric Garner Or Tamir Rice Killings by police that unleashed a new protest movement around the US in 2014, including those of Eric Garner, Tamir Rice ",POLITICS,0.020662296216072146,0.016439534330396355
235,South Carolina Capital Poised To Become First U.S. City To Ban Bump Stocks “It’s time for the good guys with guns to begin to pass some really good policy.” ,POLITICS,0.013296628314201626,0.006106926714778804
5,How Super PACs And Campaigns Are Coordinating In 2016 Efforts to circumvent the coordination ban have grown more aggressive. Paul Blumenthal,POLITICS,0.009322916908813568,0.0008077764594762171
8,"Franken To Address Senate Amid Groping And Forcible Kissing Allegations Franken's Senate colleagues, led by women senators, are calling on him to resign. Richard Cowan andJeff Mason, Reuters",POLITICS,0.008897294589337102,-0.005603861471901839
218,Here's What The Obamas Are Eating For Thanksgiving Dinner  Mollie Reilly,POLITICS,0.0059447472502361836,-0.0037911113283548015
232,"These Republicans Are Under Trump's Skin Our list of Trump's top intra-party irritants. Howard Fineman, Jason Linkins, and Lauren Weber",POLITICS,0.0056496746874143515,0.005482779091773471
97,What You Need To Know About Obamacare This Sign-Up Period Enrollment on the exchanges begins Nov. 1 and lasts until Jan. 31. Jeffrey Young,POLITICS,0.005396931563515346,-0.003924600358183927
118,"Obamacare Repeal Law Would Give Montana Republican $800,000 Tax Cut Greg Gianforte has waffled on the law. Daniel Marans",POLITICS,0.005004099370235292,0.005053948503164152
184,McFadden Wins Race To Challenge Franken  Mollie Reilly,POLITICS,0.00477695575320516,0.005646841695171323
128,New York Raises Taxes On The Rich As State Shifts Leftward Scandals that have weakened centrist Gov. Andrew Cuomo (D) helped drive the change as well. Daniel Marans,POLITICS,0.004672227233393259,0.010266452180916374
237,A Changed Climate In Washington World leaders made both moral and practical progress in the debate on climate change this week. Kate Sheppard,POLITICS,0.00451703824505743,0.003755245513720862
11,"HuffPost Rise: What You Need To Know On January 29 Welcome to the HuffPost Rise Morning Newsbrief, a short wrap-up of the news to help you start your day. ",POLITICS,0.0043712482505351286,0.00657123662442155
98,"How Does White Supremacy Survive An Education? Soon after he was identified, accused domestic terrorist James Alex Fields Jr.’s early Nazi sympathies were made public by Sarah Winchester, ContributorSarah is an educator living in the South.",POLITICS,0.004364658716882718,-0.00929978209967064
112,"Ralph Northam Slams ‘Muslim Ban’ At Mosque, Insists He’s Running A Positive Campaign The Virginia Democrat accused his GOP opponent Ed Gillespie of ""trying to scare people."" Igor Bobic",POLITICS,0.004253914139308252,-0.002455032032363802
38,"A Reluctance To Label Domestic Terrorists By What They Really Are As America reels from the news of the Congressional Republican baseball team shooting, some are loudly resisting attempts John A. Tures, ContributorProfessor of Political Science, LaGrange College",POLITICS,0.004235745817461497,0.0028287610407467523
239,Michelle Obama's Advice To Her Successor: 'Do You' She said the most important part of her job was how much it mattered to her. Adam Hamze,POLITICS,0.004224789453688413,0.000604156293236624
76,"Trump’s War On Truth He is trying to destroy the credibility of everybody who can hold him accountable. Philip Rotner, Contributor@PhilipRotner, Attorney and Columnist",POLITICS,0.004127799894351682,-0.0027760755346881716
215,"Donald Trump Is Sabotaging His Own Wall Street-Friendly Agenda Democrats were lining up to help Trump lift bank regulations. But that was before his latest jab at ""Pocahontas."" Zach Carter",POLITICS,0.004042884566682916,-0.008416038543885285
212,The Secret History Of Seal Team 6  ,POLITICS,0.003995004579310019,-0.009428967649850795
54,"Marines To 1,100 Endangered Desert Tortoises: Move Out The U.S. Marine Corps has announced a plan to fly more than 1,100 endangered desert tortoises away from their habitat in ",POLITICS,0.003987903979452776,0.007187978311545107
45,Rashida Tlaib's Grandmother Says She's Proud Of The Lawmaker: 'Who Wouldn't Be?' Muftiyah Tlaib reflected on the congresswomen's accomplishments in an interview with The Washington Post. Kimberley Richards,POLITICS,0.003868267047986616,0.021095703183721448
34,Donald Trump Is Helping Republicans Make It Harder To Vote His latest conspiracy theory about widespread voter fraud empowers voter suppression efforts. Sam Levine,POLITICS,0.003799229933302789,0.009947093152271325
211,"Explaining the Middle East in Two Minutes! Your favorite politician or pundit says there's an easy solution? This should help clarify things... Rick Horowitz, ContributorMilwaukee Public TV Commentator, Writing Coach, Writing & ...",POLITICS,0.0037858120733880534,-0.00590597198714915
127,Thousands Of Guns Have Been Sold To Domestic Abusers Thanks To This Loophole Keeping firearms away from people convicted of domestic violence should be a national priority. Melissa Jeltsen,POLITICS,0.003768444079732298,-0.0015628189771457746
144,"Massachusetts Lawmakers Are Delaying The Inevitable Regarding Recreational Marijuana As more and more states go legal, more opportunities for testing will open up. Mitchell Chapman, ContributorNews Designer and Freelance Journalist at The Berkshire Eagle",POLITICS,0.0037526774757174848,-0.0007858053329585779
81,"What To Expect From Steve Bannon Now He will be able to operate openly and freely to inflict as much damage as he possibly can on the “globalists” that remain in the Trump administration. Kurt Bardella, ColumnistColumnist",POLITICS,0.0036594848461813006,-0.003506714264888522
191,HUFFPOLLSTER: Most Americans Oppose Transgender Bathroom Laws A new poll finds widespread support for anti-discrimination laws. Ariel Edwards-Levy and Grace Sparks,POLITICS,0.0036277320143510506,-0.0056959540085892435
204,"Trump Lawyer Attended DOJ Meeting On Confidential FBI Informant Emmet Flood, the White House attorney dealing with the Russia probe, was present at a controversial DOJ meeting about the investigation. Igor Bobic and Ryan J. Reilly",POLITICS,0.0035983840801395595,0.01285301093313973
73,"Senate Now Brawling Over Flint “We are now bogged down in Washington wonky budgeteer talk,"" said one senator. Laura Barrón-López and Arthur Delaney",POLITICS,0.0035013213259311553,-0.0036361716861502136
189,"The World Isn't Flat, It's Hollow For some, nationalism can feel like all they have. Others turn to a gang, revenge, or a twisted form of Islam. None of this, of course, remotely excuses invasions, gang violence, massacres or terrorism. But it may be a warning that we can't just flatten the world. We also have to find ways to fill it up. Spencer Critchley, ContributorFounder of Boots Road Group LLC, a digital marketing agency fo...",POLITICS,0.0034005129580827955,-0.0035887889641506576
23,"Rethinking The Battlefield America must have the capacity to truly respond to security crises before they necessitate the deployment of troops and missiles. Sen. Chris Murphy, ContributorUnited States Senator for Connecticut",POLITICS,0.0033666880915484707,0.014639837370917619
219,Republican Voting For Trumpcare: 'I Don't Think Any Individual Has Read The Whole Bill’ The candid admission came just hours before the House GOP passed the controversial bill. Nick Wing,POLITICS,0.003266032320110531,0.002790407208305812
75,Sheldon Adelson Looks To Harry Reid For A Big Favor  Christina Wilkie,POLITICS,0.0032256932131327653,-0.002155464917086347
187,Michelle Obama Greets The Official White House Christmas Tree For The Last Time The fir is 19 feet tall. Paige Lavender,POLITICS,0.003177121997613521,0.019441259353764673
159,Attorney General Loretta Lynch Bows Out Of Running For Supreme Court Vacancy She indicated that a nomination would be a distraction from her current role. Ryan J. Reilly,POLITICS,0.0031510680347543226,0.0012347488144592855
135,"Climate Change Is Ruining Farmers' Lives, But Only A Few Will Admit It They're embracing new practices in hopes of influencing an industry stuck in the past. Joseph Erbentraut",POLITICS,0.0031149401085813883,-0.0023909666188279277
168,Dick Cheney Takes On Obama In New Book  ,POLITICS,0.0029692973891344955,0.0028878125752909156
18,"Democrats Demand That DeVos Explain How She Is Going To Protect Trans Students DeVos has said she is committed to protecting all students, but these senators think her actions speak louder than her words. Rebecca Klein",POLITICS,0.0029449738521926854,-0.013740257160365366
70,"Debbie ""Wasserperson:"" The True Story  Mark Silva, ContributorPolitical journalist, nature photographer, blues guitarist.",POLITICS,0.002894987741427199,0.005725016681496997
90,5 In U.S. Charged With Terrorism-Related Crimes  ,POLITICS,0.002797884799245215,-0.018615571629033156
31,Republican Grail Of A Balanced Budget Slips Further Away As Deficit Climbs Adopting a GOP budget just got a lot tougher with projections of the first deficit increase since Democrats controlled Congress. Matt Fuller,POLITICS,0.002736943648938211,7.617587528763181e-06
233,"Red Mind, Blue Mind: Are There Really Any Independents? How do Independents manage to rise above party politics while the rest of the electorate is divided by ideology? Well, perhaps they don't. New evidence suggests that the label ""Independent"" may imply more objectivity and purity than these Independents deserve. Wray Herbert, Contributor
Author, 'On Second Thought: Outsmarting Your Mind's Hard-Wired...",SCIENCE,0.002613984354770497,-0.0022685786289928234
59,"Dissecting Gardner's Thoughts On The 'Paid Protesters' Allegedly Hounding Him Gardner emphasizes repeatedly that he wants to hear from real people, not fake protesters. Jason Salzman, ContributorFormer Media Critic, Rocky Mountain News",POLITICS,0.002496374732534232,0.0037862336235252037
208,Obama Welcomes End Of The Longest War In American History  Mollie Reilly,POLITICS,0.002465154401159661,0.00640651552616156
65,"No, Don't Call It Radical Islam For as long as I can remember, I have valued listeners. Whenever I need to vent, I always go to the same person who I know Dalton Price, ContributorA 19-year-old working to drive change in healthcare",RELIGION,0.0023726269668437826,0.004356780923785775
15,"Senator Ron Johnson Loudly Booed At Milwaukee Juneteenth Celebration ""We don't want you here,"" said one bystander. That's ""not how you heal a nation,"" complained the conservative senator. Mary Papenfuss",POLITICS,0.0023331950692883053,-0.008835942208375858
28,"Why Democrats Must Oppose Gorsuch They will almost certainly lose this battle, but they should fight it anyway. Philip Rotner, Contributor@PhilipRotner, Attorney and Columnist",POLITICS,0.002292127529075103,-0.0032979310715397503
96,"NASA Mars Rover 'Curiosity' Closing In On Red Planet To Seek Life Clues By Irene Klotz Scientists suspect the crater may have once been the floor of a lake. The rover, also known as Curiosity, has Reuters, Reuters",SCIENCE,0.0022674574093619095,-0.023736341309658016
214,"Justice Dept. To Prioritize Prosecuting Violence On Flights The DOJ says it will aggressively prosecute violent passengers who assault crew members or endanger the safety of other passengers. Michael Balsamo, AP",POLITICS,0.0021900158745668994,-0.009445134081825568
148,Every Senate Democrat Is Pressing McConnell To Help Puerto Rico With Its Debt Crisis They want to pass legislation granting the island bankruptcy powers. Laura Barrón-López,POLITICS,0.002153463847113093,0.004888209536709709
68,"Sparring Over Soda Tax, Cities Set Referendums Will a tax on sugary soft drinks cut obesity? Some cities may find out if voters approve ballot measures. By Elaine S. Povich Stateline, ContributorStateline provides daily reporting and analysis on trends in s...",POLITICS,0.0021361407622470406,0.006001964266115045
140,Obama Heads To Philippines As U.S. Announces Defense Pact  ,POLITICS,0.002131807548799136,-0.006982751616890048
226,What Went Wrong With Last Year's Election Surveys? Pollsters Have Some Answers. Here's what they say the public should know before the next election. Ariel Edwards-Levy,POLITICS,0.002073332695423867,0.016102534682673808
25,"Once More, With Feeling: What Polls Miss About Trump (And Everything Else) Donald Trump entered office with the lowest approval ratings for a president-elect in history, and they’ve only gone farther Frank A. Spring, ContributorProgressive political strategist and writer",POLITICS,0.0019972260492044256,0.006086937032611095
27,"The National Review, Justice Sonia Sotomayor, and Affirmative Action Of course, the National Review has every right under the First Amendment to say all of these things, and I would defend to the death, in Voltaire's words, its right to say them. But that does not make them any less offensive -- or ignorant of the law. Geoffrey R. Stone, ContributorEdward H. Levi Distinguished Service Professor of Law, Univers...",POLITICS,0.0019875948293582484,0.006151607217424526
16,"GOP Senate Candidate: 'Chinaperson' Isn't Racist West Virginia's Don Blankenship sees nothing wrong with the ethnic slur because ""I'm an American person."" Marina Fang",POLITICS,0.001983305508276459,-0.01061784342395855
146,Trump Creates An Opioid Panel As His Budget Threatens To Worsen Epidemic Experts fear the president's proposals would devastate efforts to curb the crisis. Jason Cherkis,POLITICS,0.0019615333732983147,-0.000133267824605654
227,"In Reversal, Equifax Says It Won't Charge Hack Victims For 'Free' Service The company seemed to be using its massive security failure as a marketing opportunity. Arthur Delaney",POLITICS,0.00191398452018672,0.00805279955875543
0,Mother Wants Politicians To See Photos Of Her Child’s Bullet-Riddled Body Nardyne Jefferies is the unwitting pioneer of an ad-hoc movement to get lawmakers to confront the grisly consequences of ,POLITICS,0.0019032896640238039,0.006899961993384218
20,"Utah Republicans Look To Enshrine Donald Trump's Cuts To National Monuments Tribal leaders view Rep. John Curtis' bill on Bears Ears as another ""shameful"" attack on sovereignty. Chris D'Angelo",POLITICS,0.001899876033223699,-0.013771609536983531
236,"Hillary Clinton Implores Americans To Never Give Up In First Speech Since Election ""But please listen to me when I say this: America is worth it. Our children are worth it,"" she said. Willa Frej",POLITICS,0.0018688715438218552,0.0013367576574254136
52,"GOP Prosecutor Defends Scott Walker Criminal Probe, Says ""Let's Get the Truth Out"" The comments came after Walker, an unannounced candidate for president, used an appearance on an Iowa radio show to publicly attack a bipartisan criminal investigation into his campaign as a ""political witch hunt"" with the aim of ""trying to intimidate people."" Mary Bottari, ContributorThe Center for Media and Democracy/ALEC Exposed",POLITICS,0.0018601847880631043,0.0026545444465219115
41,"Trump's Riyadh Visit Whitewashes Saudi Terrorism President Trump will make America complicit in Saudi Arabia’s spread of jihadi terrorism. Adam Weinstein, ContributorPolicy Associate, National Iranian American Council, Veteran o...",POLITICS,0.001847265232900313,0.009124924587529282
163,"Vanessa Trump Files For Divorce From Donald Trump Jr. Trump filed for an uncontested proceeding, according to multiple reports. Doha Madani",POLITICS,0.001801042692355536,-0.0063995549629772275
91,"Happy Birthday, Joe Biden! 🎉😎 Marina Fang",POLITICS,0.0017920582448976536,-0.018615571629033156
185,"Bette Midler Calls For Sex Strike In Wake Of Radical Texas Abortion Crackdown The proposed action evokes ""Lysistrata,"" a play from ancient Athens in which the women of Greece denied men sex until they ended a war. Mary Papenfuss",POLITICS,0.001755292254383661,0.010331176779374285
209,The Republican Obamacare Dilemma In One 6-Minute Video GOP alternatives would likely leave some Trump supporters even more unhappy with their health insurance. Jonathan Cohn,POLITICS,0.0016697275185141153,0.0017605892685846891
125,"Obama: If You Can Make Time For Taco Bell, You Can Make Time To Vote “You can vote and then go get your taco."" Paige Lavender",POLITICS,0.001658545782224774,0.0013309033337045584
24,"Former Trump Adviser Roger Stone Admits Collusion With WikiLeaks, Then Deletes It The former adviser to Trump's campaign previously claimed he had ""back-channel communication"" with WikiLeaks founder Julian Assange. Marina Fang",POLITICS,0.0016338923234550742,0.006501336889349396
33,"Trump Administration Finds A New Way To Fight With The UK May said she was ""disappointed"" with the U.S. decision to massively tax a key Northern Ireland job creator. Willa Frej",POLITICS,0.0015561785235510166,0.0030373616080406896
4,"Reagan's Magical Mystery... According to Ron Reagan, Rick Perlstein, Lou Cannon Ron Reagan and Ron Christie discuss clashing portrayals of Ronald Reagan -- Perlstein's smart, shrewd charmer (The Invisible Bridge) and Cannon's under-informed raconteur (Reagan: The Role of a Lifetime). Consensus: he was a shrewd fabulist. And on the 40th anniversary of Nixon's resignation, both Rons lament the Watergate-ization of politics but disagree who's the better president -- RN or BO. HuffPost Radio, Contributor",POLITICS,0.0015549754231302356,-0.006341082485285532
228,Illinois Legalizes Medical Marijuana For Children With Seizures  ,POLITICS,0.0015301935495684838,0.008913396771394244
92,"Donald Trump Is As Rich As He Says, If You Do The Accounting Wrong Donald Trump claims a net worth of more than $10 billion and income of $557 million. But he appears to get there only by ",POLITICS,0.0014483723012555466,-0.01867923553403042
29,"Trump Clings To Unproven Treatments As U.S. Sinks Deeper Into Pandemic Frustrated with his low approval ratings, the president is once again leaning in to hydroxychloroquine as a COVID-19 treatment. Lydia O'Connor",POLITICS,0.001412332262573655,-0.002936629971547422
203,Georgia Governor Rescinds Executive Order Preventing Syrian Refugee Resettlement ATLANTA (AP) — Georgia Gov. Nathan Deal rescinded an executive order trying to stop resettlement of Syrian refugees on Monday ,POLITICS,0.0013595804201549627,0.00985349496497584
3,It May Be More Than A Decade Before We See A Woman On The Front Of A U.S. Bill And women are sick of waiting. Lydia O'Connor,POLITICS,0.0013060890275131425,0.013171128515904074
